0,w
1,w
2,w
3,w
4,w
5,w
6,w
7,w
8,w
9,w
10,w
11,w
12,w
13,w
14,w
15,w
16,w
17,w
18,w
19,w
20,w
21,w
22,w
23,w
24,w
25,w
26,w
27,w
28,w
29,w
30,w
31,w
32,w
33,w
34,w
35,w
36,w
37,w
38,w
39,w
40,w
41,w
42,w
43,w
44,w
45,w
46,w
47,w
48,w
49,w
50,w
51,w
52,w
53,w
54,w
55,w
56,w
57,w
58,w
59,w
60,w
61,w
62,w
63,w
64,w
65,w
66,w
67,w
68,w
69,w
70,w
71,w
72,w
73,w
74,w
75,w
76,w
77,w
78,w
79,w
80,w
81,w
82,w
83,w
84,w
85,w
86,w
87,w
88,w
89,w
90,w
91,w
92,w
93,w
94,w
95,w
96,w
97,w
98,w
99,w
100,w
101,w
102,w
103,w
104,w
105,w
106,w
107,w
108,w
109,w
110,w
111,w
112,w
113,w
114,w
115,w
116,w
117,w
118,w
119,w
120,w
121,w
122,w
123,w
124,w
125,w
126,w
127,w
128,w
129,w
130,w
131,w
132,w
133,w
134,w
135,w
136,w
137,w
138,w
139,w
140,w
141,w
142,w
143,w
144,w
145,w
146,w
147,w
148,w
149,w
150,w
151,w
152,w
153,w
154,w
155,w
156,w
157,w
158,w
159,w
160,w
161,w
162,w
163,w
164,w
165,w
166,w
167,w
168,w
169,w
170,w
171,w
172,w
173,w
174,w
175,w
176,w
177,w
178,w
179,w
180,w
181,w
182,w
183,w
184,w
185,w
186,w
187,w
188,w
189,w
190,w
191,w
192,w
193,w
194,w
195,w
196,w
197,w
198,w
199,w
200,w
201,w
202,w
203,w
204,w
205,w
206,w
207,w
208,w
209,w
210,n
211,n
212,n
213,n
214,w
215,w
216,n
217,n
218,n
219,n
220,n
221,n
222,n
223,n
224,n
225,n
226,n
227,n
228,n
229,w
230,w
231,w
232,w
233,n
234,n
235,n
236,n
237,n
238,n
239,w
240,w
241,n
242,n
243,n
244,n
245,n
246,n
247,n
248,n
249,n
250,n
251,n
252,n
253,n
254,n
255,n
256,n
257,n
258,n
259,n
260,n
261,n
262,n
263,n
264,n
265,n
266,n
267,n
268,n
269,n
270,n
271,n
272,n
273,n
274,n
275,n
276,n
277,n
278,n
279,n
280,n
281,n
282,n
283,n
284,n
285,n
286,n
287,n
288,n
289,n
290,n
291,n
292,n
293,n
294,n
295,n
296,n
297,n
298,n
299,n
300,n
301,w
302,w
303,w
304,w
305,w
306,w
307,w
308,w
309,w
310,w
311,w
312,w
313,w
314,n
315,n
316,n
317,n
318,n
319,n
320,w
321,n
322,n
323,n
324,n
325,n
326,n
327,n
328,n
329,n
330,n
331,n
332,n
333,n
334,n
335,n
336,n
337,n
338,n
339,n
340,n
341,n
342,n
343,n
344,n
345,n
346,n
347,n
348,n
349,n
350,n
351,n
352,n
353,w
354,w
355,w
356,n
357,n
358,n
359,n
360,n
361,n
362,n
363,n
364,n
365,n
366,n
367,n
368,n
369,n
370,n
371,n
372,n
373,n
374,n
375,n
376,n
377,n
378,n
379,n
380,n
381,n
382,n
383,n
384,n
385,n
386,n
387,n
388,n
389,n
390,w
391,w
392,w
393,w
394,w
395,w
396,n
397,n
398,n
399,n
400,n
401,n
402,n
403,n
404,n
405,n
406,w
407,w
408,w
409,n
410,n
411,n
412,n
413,n
414,n
415,n
416,n
417,n
418,n
419,n
420,n
421,n
422,n
423,w
424,w
425,w
426,w
427,w
428,n
429,n
430,n
431,w
432,w
433,w
434,w
435,w
436,w
437,n
438,n
439,n
440,n
441,n
442,n
443,n
444,n
445,n
446,n
447,n
448,n
449,n
450,n
451,n
452,n
453,n
454,n
455,n
456,n
457,n
458,n
459,n
460,n
461,n
462,n
463,n
464,n
465,n
466,n
467,n
468,n
469,n
470,n
471,n
472,n
473,n
474,n
475,n
476,n
477,n
478,n
479,n
480,n
481,n
482,w
483,w
484,w
485,w
486,w
487,w
488,w
489,w
490,w
491,w
492,n
493,n
494,w
495,n
496,n
497,n
498,n
499,n
500,n
501,n
502,n
503,w
504,w
505,w
506,w
507,w
508,n
509,n
510,n
511,n
512,n
513,n
514,n
515,n
516,n
517,n
518,n
519,n
520,n
521,n
522,n
523,n
524,n
525,n
526,n
527,n
528,n
529,n
530,n
531,n
532,n
533,n
534,n
535,n
536,n
537,n
538,w
539,w
540,n
541,n
542,n
543,n
544,n
545,n
546,n
547,n
548,n
549,n
550,n
551,n
552,n
553,n
554,n
555,w
556,w
557,w
558,w
559,w
560,w
561,w
562,w
563,w
564,w
565,w
566,w
567,w
568,w
569,w
570,w
571,w
572,w
573,w
574,w
575,w
576,w
577,w
578,w
579,w
580,w
581,w
582,w
583,w
584,w
585,w
586,w
587,w
588,w
589,w
590,w
591,w
592,w
593,w
594,w
595,w
596,w
597,w
598,w
599,w
600,w
601,w
602,w
603,w
604,w
605,w
606,w
607,w
608,w
609,w
610,w
611,w
612,w
613,w
614,w
615,w
616,w
617,w
618,w
619,w
620,w
621,w
622,w
623,w
624,w
625,w
626,w
627,w
628,w
629,w
630,w
631,w
632,w
633,w
634,w
635,w
636,w
637,w
638,w
639,w
640,w
641,w
642,w
643,w
644,w
645,w
646,w
647,w
648,w
649,w
650,w
651,w
652,w
653,w
654,w
655,w
656,w
657,w
658,w
659,w
660,w
661,w
662,w
663,w
664,w
665,w
666,w
667,w
668,w
669,w
670,w
671,w
672,w
673,w
674,w
675,w
676,w
677,w
678,w
679,w
680,w
681,w
682,w
683,w
684,w
685,w
686,w
687,w
688,w
689,w
690,w
691,w
692,w
693,w
694,w
695,w
696,w
697,w
698,w
699,w
700,w
701,w
702,w
703,w
704,w
705,w
706,w
707,w
708,w
709,w
710,w
711,w
712,w
713,w
714,w
715,w
716,w
717,w
718,w
719,w
720,w
721,w
722,w
723,w
724,w
725,w
726,w
727,w
728,w
729,w
730,w
731,w
732,w
733,w
734,w
735,w
736,w
737,w
738,w
739,w
740,w
741,w
742,w
743,w
744,w
745,w
746,w
747,w
748,w
749,w
750,w
751,w
752,w
753,w
754,w
755,w
756,w
757,w
758,w
759,w
760,w
761,w
762,w
763,w
764,w
765,w
766,w
767,w
768,w
769,w
770,w
771,w
772,w
773,w
774,w
775,w
776,w
777,w
778,w
779,w
780,w
781,w
782,w
783,w
784,w
785,w
786,w
787,w
788,w
789,w
790,w
791,w
792,w
793,w
794,w
795,w
796,w
797,w
798,w
799,w
800,w
801,w
802,w
803,w
804,w
805,w
806,w
807,w
808,w
809,w
810,w
811,w
812,w
813,w
814,w
815,w
816,w
817,w
818,w
819,w
820,w
821,w
822,w
823,w
824,w
825,w
826,w
827,w
828,w
829,w
830,w
831,w
832,w
833,w
834,w
835,w
836,w
837,w
838,w
839,w
840,w
841,w
842,w
843,w
844,w
845,w
846,w
847,w
848,w
849,w
850,w
851,w
852,w
853,w
854,w
855,w
856,w
857,w
858,w
859,w
860,w
861,w
862,w
863,w
864,w
865,w
866,w
867,w
868,w
869,w
870,w
